Externe	3/16/23	Abgeordneter Dr. Emil Herfurth (DNVP), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Behandlung einer Interpellation der Völkischen Partei im Landtag von Thüringen am 16.03.23	Der Staat kann nicht einmal den Haushaltsplan für 1922 drucken lassen, und eine Staatsanstalt verblüfft durch unzeitgemäßen Luxus, während die Schüler des Staatlichen Bauhauses, wie ich weiß, vielfach aus Idealismus hungern.	Der Hauptvorwurf, den wir dem Staatlichen Bauhaus als einer vorwiegend aus Staatsmitteln unterhaltenen Anstalt machen, ist der, daß es sich der Finanzlage des Landes nicht anpaßt, vielleicht nicht anpassen will. Die psychologische Erklärung liegt in der schrankenlosen Ausdehnung seines Wollens und der großen Geste, in der es sich gefällt. Wir haben volles Verständnis dafür, daß kühne Neuerer - dazu rechnen wir Herrn Gropius - über die Schranken der Wirklichkeit hinwegstürmen in Wort und Tat. „Wir sind! Wir wollen! Und wir schaffen!“. […] Rührend ist solche Sprache in ihrem berauschten Schwunge, aber nüchtern klingt das Echo: Woher die Mittel zu solch gigantischem Wollen? […] Der Staat kann nicht einmal den Haushaltsplan für 1922 drucken lassen, und eine Staatsanstalt verblüfft durch unzeitgemäßen Luxus, während die Schüler des Staatlichen Bauhauses, wie ich weiß, vielfach aus Idealismus hungern.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 401.		
Bauhaus-Akteure	1923	Paul Klee	Postkarte zur Ankündigung der Ausstellung von 1923	Paul Klee, Postkarte zur Ankündigung der Ausstellung von 1923.jpg				Frank Whitford (Hg.), Das Bauhaus. Selbstzeugnisse von Meistern und Studenten, Stuttgart 1993, S. 140..		
Externe	3/16/23	Staatsminister Max Greil (SPD), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Antwort auf eine Interpellation der Völkischen Partei im Landtag von Thüringen am 16.03.23	Vor der Öffentlichkeit muß festgestellt werden, daß dem Bauhause eine Reihe von künstlerischen Persönlichkeiten zur Verfügung stehen, um die uns die Welt beneidet, daß in dem Bauhaus Künstler vereinigt sind, die Weltruf besitzen […]. Thüringen und Weimar müßte darauf besonders stolz sein und sollte alles vermeiden, diese Einrichtung in Mißkredit zu bringen.	Vor der Öffentlichkeit muß festgestellt werden, daß dem Bauhause eine Reihe von künstlerischen Persönlichkeiten zur Verfügung stehen, um die uns die Welt beneidet, daß in dem Bauhaus Künstler vereinigt sind, die Weltruf besitzen, und daß es wenige Stellen gibt, wo in einem Raume so viele Künstlerpersönlichkeiten vereinigt sind, wie im Bauhause. Thüringen und Weimar müßte darauf besonders stolz sein und sollte alles vermeiden, diese Einrichtung in Mißkredit zu bringen. Beim Bauhaus handelt es sich zunächst um einen Versuch. Niemand von uns kann die unbedingte Bürgschaft dafür übernehmen, daß der Versuch gelingt. Aber wer den Fortschritt will, muß auch den Mut haben, einen Versuch zu machen. Jeder neue Gedanke muß irgendwo und irgendwann zum ersten Male verwirklicht werden. Jedem neuen Gedanken muß man Zeit zur Entwicklung geben. Nur darf man nicht der Entwicklung ständig Hindernisse bereiten, wie es durch die Interpellation und das ganze Vorgehen des Herrn Abgeordneten Dr. Herfurth tatsächlich geschieht.			Hans M. Wingler, Das Bauhaus. Weimar, Dessau, Berlin 1919-1933, 3. verb. Ausgabe, 1975, S. 74.		
Externe	3/16/23	Staatsminister Max Greil (SPD), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Antwort auf eine Interpellation der Völkischen Partei im Landtag von Thüringen am 16.03.23	Beim Bauhaus handelt es sich zunächst um einen Versuch. Niemand von uns kann die unbedingte Bürgschaft dafür übernehmen, daß der Versuch gelingt. Aber wer den Fortschritt will, muß auch den Mut haben, einen Versuch zu machen.	Vor der Öffentlichkeit muß festgestellt werden, daß dem Bauhause eine Reihe von künstlerischen Persönlichkeiten zur Verfügung stehen, um die uns die Welt beneidet, daß in dem Bauhaus Künstler vereinigt sind, die Weltruf besitzen, und daß es wenige Stellen gibt, wo in einem Raume so viele Künstlerpersönlichkeiten vereinigt sind, wie im Bauhause. Thüringen und Weimar müßte darauf besonders stolz sein und sollte alles vermeiden, diese Einrichtung in Mißkredit zu bringen. Beim Bauhaus handelt es sich zunächst um einen Versuch. Niemand von uns kann die unbedingte Bürgschaft dafür übernehmen, daß der Versuch gelingt. Aber wer den Fortschritt will, muß auch den Mut haben, einen Versuch zu machen. Jeder neue Gedanke muß irgendwo und irgendwann zum ersten Male verwirklicht werden. Jedem neuen Gedanken muß man Zeit zur Entwicklung geben. Nur darf man nicht der Entwicklung ständig Hindernisse bereiten, wie es durch die Interpellation und das ganze Vorgehen des Herrn Abgeordneten Dr. Herfurth tatsächlich geschieht.			Hans M. Wingler, Das Bauhaus. Weimar, Dessau, Berlin 1919-1933, 3. verb. Ausgabe, 1975, S. 74.		
Externe	3/16/23	Abgeordneter Dr. Emil Herfurth (DNVP), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Abgeordneter Dr. Emil Herfurth (DNVP), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Je mehr das Bauhaus versucht, den Kreis seiner Bestrebungen und Arbeiten auszudehnen, umso offensichtlicher wird das Mißverhältnis zwischen Wollen und Können, umso ungesunder die Politik des schönen Scheins und der großen Geste, umso größer die finanzielle Belastung und das finanzielle Risiko für den Staat.	Je mehr das Bauhaus versucht, den Kreis seiner Bestrebungen und Arbeiten auszudehnen, umso offensichtlicher wird das Mißverhältnis zwischen Wollen und Können, umso ungesunder die Politik des schönen Scheins und der großen Geste, umso größer die finanzielle Belastung und das finanzielle Risiko für den Staat.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 409.		
Externe	3/16/23	Staatsminister Max Greil (SPD), während einer Landtagssitzung zur Organisation und Betriebsführung des staatlichen Bauhauses	Antwort auf eine Interpellation der Völkischen Partei im Landtag von Thüringen am 16.03.23	Der Angriff, der heute, wenn auch in maskierter Form, auf das Bauhaus unternommen wird, ist nicht der erste Angriff; der erste ist im weimarischen Landtag erfolgt von derselben Seite. Genau wie der Angriff damals abgeschlagen worden ist, wird er jedes Mal, auch diesmal abgeschlagen werden.    Ich glaube, Herr Abgeordneter Dr. Herfurth wird mit seinen ständigen Angriffen auf das Bauhaus die entgegengesetzte Wirkung auslösen. Denn jeder im Volk wird sich sagen, daß das, was von Herrn Abgeordneten Dr. Herfurth bekämpft wird, letzten Endes doch recht gut sein muß.	Meine Damen und Herren! Der Angriff, der heute, wenn auch in maskierter Form, auf das Bauhaus unternommen wird, ist nicht der erste Angriff; der erste ist im weimarischen Landtag erfolgt von derselben Seite. Genau wie der Angriff damals abgeschlagen worden ist, wird er jedes Mal, auch diesmal abgeschlagen werden. Ich glaube, Herr Abgeordneter Dr. Herfurth wird mit seinen ständigen Angriffen auf das Bauhaus die entgegengesetzte Wirkung auslösen. Denn jeder im Volk wird sich sagen, daß das, was von Herrn Abgeordneten Dr. Herfurth bekämpft wird, letzten Endes doch recht gut sein muß.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 415.		
Externe	23/7/19	Paul Westheim	Bemerkungen zur Quadratur des Bauhauses	Am Bauhaus gibt’s ein paar Meister, die Meister auch ohne Bauhaus sind, die anderen sind eben Bauhaus-Meister.    Bauhaus ist eine prägnantere Bezeichnung für Kunstgewerbeschule. Das Bauhaus ist Kunstgewerbeschule, nicht weil es die Werkstätten hat, sondern trotzdem.    Wodurch unterscheidet das Bauhaus sich von anderen Kunstgewerbeschulen? An der Kunstgewerbeschule redet man von „Kunst im Handwerk“, am Bauhaus redet man ein paar Worte mehr, nämlich von „Einheit der Kunst und Handwerk“. Der Fortschritt: An den Kunstgewerbeschulen wurden die Schüler damit gequält, Kohlblätter nach der Natur zu stilisieren, am Bauhaus quält man sich damit, Quadrate nach der Idee zu stilisieren.    Drei Tage Weimar, man kann auf Lebenszeit kein Quadrat mehr sehen.	Am Bauhaus gibt’s ein paar Meister, die Meister auch ohne Bauhaus sind, die anderen sind eben Bauhaus-Meister. Bauhaus ist eine prägnantere Bezeichnung für Kunstgewerbeschule. Das Bauhaus ist Kunstgewerbeschule, nicht weil es die Werkstätten hat, sondern trotzdem. Wodurch unterscheidet das Bauhaus sich von anderen Kunstgewerbeschulen? An der Kunstgewerbeschule redet man von „Kunst im Handwerk“, am Bauhaus redet man ein paar Worte mehr, nämlich von „Einheit der Kunst und Handwerk“. Der Fortschritt: An den Kunstgewerbeschulen wurden die Schüler damit gequält, Kohlblätter nach der Natur zu stilisieren, am Bauhaus quält man sich damit, Quadrate nach der Idee zu stilisieren. Drei Tage Weimar, man kann auf Lebenszeit kein Quadrat mehr sehen. […] Das höchste der Bauhausgefühle: Das individuelle Quadrat.			Hans M. Wingler, Das Bauhaus. Weimar, Dessau, Berlin 1919-1933, 3. verb. Ausgabe, 1975, S. 82.	Aus: Zeitschrift „Das Kunstblatt“ (Potsdam), VII. Jhg., 1923, S. 316.	
Externe	10/2/23	Walter Curt Behrendt	Der Architekt Walter Curt Behrendt in der Deutschen Allgemeinen Zeitung vom 2. Oktober 1923	Und nach gewissenhafter Prüfung der Ergebnisse, die in Weimar erzielt worden sind, muß man die Befürchtung aussprechen, daß das Bauhaus mit dieser Unterrichtsmethode schließlich nichts anderes erreichen wird als wiederum nur die Züchtung eines gefährlichen Dilettantismus […].	Und nach gewissenhafter Prüfung der Ergebnisse, die in Weimar erzielt worden sind, muß man die Befürchtung aussprechen, daß das Bauhaus mit dieser Unterrichtsmethode schließlich nichts anderes erreichen wird als wiederum nur die Züchtung eines gefährlichen Dilettantismus […].			Frank Whitford (Hg.), Das Bauhaus. Selbstzeugnisse von Meistern und Studenten, Stuttgart 1993, S. 192.		
Bauhaus-Akteure	11/24/23	Walter Gropius	Beschwerdebrief vom 24. November 1923 an Generalleutnant Hasse, Militärbefehlshaber in Thüringen	Gestern Vormittag um zehn einhalb Uhr wurde ich von einem Reichswehrsoldaten in meinem Amtszimmer nach meiner Privatwohnung gerufen, da Befehl zur Haussuchung dortselbst ergangen sei. Die Haussuchung wurde von einem Offizierstellvertreter und sechs Mann in sensationeller Weise vorgenommen. Dieser Befehl kann nur auf Grund einer böswilligen, unverantwortlichen Denunziation, die nicht überprüft worden ist, ergangen sein.    Ich muß erleben, daß dank der skrupellosen Weise, mit der die Haussuchung wie bei einer gemeingefährlichen Person vorgenommen wird, das Publikum auf mich mit Fingern weist und die mir anvertrauten Studierenden irre werden.	Gestern Vormittag um zehn einhalb Uhr wurde ich von einem Reichswehrsoldaten in meinem Amtszimmer nach meiner Privatwohnung gerufen, da Befehl zur Haussuchung dortselbst ergangen sei. Die Haussuchung wurde von einem Offizierstellvertreter und sechs Mann in sensationeller Weise vorgenommen. Dieser Befehl kann nur auf Grund einer böswilligen, unverantwortlichen Denunziation, die nicht überprüft worden ist, ergangen sein […]. Ich trat auch in der Öffentlichkeit in dem Landtag von Thüringen mit aller Schärfe Versuchen politischer Parteien entgegen, die mein Institut zu parlamentarischen Parteizwecken für oder gegen zu benutzen versuchen […]. Ich muß erleben, daß dank der skrupellosen Weise, mit der die Haussuchung wie bei einer gemeingefährlichen Person vorgenommen wird, das Publikum auf mich mit Fingern weist und die mir anvertrauten Studierenden irre werden […]. Da ich niemals die geringste Veranlassung zu einer solchen Maßnahmen gegeben habe, schäme ich mich für mein Land, Ew. Exzellenz, daß ich trotz der Leistungen, die hinter mir liegen, in meinem eigenen Lande scheinbar schutzlos bin, weil sich unsere Armee heute von Unverantwortlichen zu Bütteldiensten benutzen zu lassen beginnt.			Hans M. Wingler, Das Bauhaus. Weimar, Dessau, Berlin 1919-1933, 3. verb. Ausgabe, 1975, S. 89.	Bauhaus-Archiv Berlin, Archiv Walter Gropius (Kopie)	
Externe	2/6/24	Konrad Nonn	Konrad Nonn über das Staatliche Bauhaus in Weimar, in: Zentralblatt der Bauverwaltung 44, Nr. 6, vom 6. Februar 1924.	Wenn Meisternamen des Bauhauses wie Kandinsky, Klee, Muche, Itten usw. gelegentlich in der Presse auftauchen, so hat man sich unter den meist mit überschwänglichen, philosophisch anmutenden Redewendungen gepriesenen Werken des Kreises Arbeiten vorzustellen, wie sie nur in den juryfreien Ausstellungen zu sehen sind. Nur mit ernsthaftem Bedauern über die Vergeudung staatlicher Mittel kann man die Veröffentlichung des Bauhauses aus der Hand legen.				Das Staatliche Bauhaus in Weimar. In: Zentralblatt der Bauverwaltung 44, Nr. 6, 6. Februar 1924, S. 42–44.	https://digital.zlb.de/viewer/readingmode/14688302_1924/58/	
Bauhaus-Akteure	2/13/24	Oskar Schlemmer	Oskar Schlemmer an Otto Meyer-Amden	Es waren jetzt Wahlen in Thüringen. Die seither rein sozialistische Regierung, die das Bauhaus stützte, wird abgelöst von einer bürgerlichen. Es wird allerlei geschehen in nächster Zeit.	Es waren jetzt Wahlen in Thüringen. Die seither rein sozialistische Regierung, die das Bauhaus stützte, wird abgelöst von einer bürgerlichen. Es wird allerlei geschehen in nächster Zeit. Gropius greift vor und hat einen fixen Plan in der Tasche. Entstaatlichung der Werkstätten des Bauhauses: Aktiengesellschaft. Der Staat bezahlt nur einen kleinen Lehrapparat.			Frank Whitford (Hg.), Das Bauhaus. Selbstzeugnisse von Meistern und Studenten, Stuttgart 1993, S. 193.		
Bauhaus-Akteure		Lucia Moholy-Nagy		Bauhauskapelle.jpg						
Externe	2/18/24	Kole Kokk	Kole Kokk im Berliner 8-Uhr-Abendblatt vom 18. Februar 1924	Sie sind die beste Jazzband, die ich je toben hörte, bis in die Fingerspitzen musikalisch. Niemals ist der Bananenshimmy besser gespielt worden, nirgends legt man die Mädchen von Java schmissiger hin. […] Ein Tanz reiht sich an den anderen, fast ohne Unterbrechung. […]    Die Bauhausgemeinde – Meister, Gesellen und Lehrlinge – bildet eine kleine abgeschlossene Insel im Meere des Weimarer Spießbürgertums. Vier Jahre ernster Arbeit haben es nicht vermocht, die Bauhäusler und die Weimaraner an das Bauhaus zu gewöhnen.	Das Ilmschlößchen liegt ganz weit draußen in Ober-Weimar. Im Düstern tappt man durch die menschenleere, verschneite Belvedere-Allee und ahnt so von ungefähr, daß linker Hand irgendwo Goethes Gartenhaus stehen muß. Man fragt ein paarmal, verläuft sich, fragt wieder und erfährt schließlich, daß man ja schon vor jenem bescheidenen Häuschen gestanden hat, das einem nun als Ilmschlößchen gewiesen wird. Welch phantasievoller, zierlicher Name, und was für eine Baracke, die sich mit ihm schmückt. Durch einen schmalen Korridor kommt man in einen Tanzsaal von mittlerem Ausmaß und ausschweifender Häßlichkeit. […] Ist es für einen Konstruktivisten überhaupt gestattet, diesen Raum zu betreten ohne gegen die Harfenjulen aus den achtziger Jahren sofort mit dem Fanatismus der Bilderstürmer vorzugehen? Törichte Bedenken; nach einer halben Stunde eifrigen Mittuns sie sie entwichen. […] Es wird alles von den Bauhäuslern selbst gemacht. Da ist zunächst die Kapelle. Für die fünf Jungens, die sich hier zusammengetan haben, ist mir nicht bange. Wenn’s mit der Malerei nicht mehr geht, können sie selbigen Tages noch auf Reisen gehen. Sie sind die beste Jazzband, die ich je toben hörte, bis in die Fingerspitzen musikalisch. Niemals ist der Bananenshimmy besser gespielt worden, nirgends legt man die Mädchen von Java schmissiger hin. […] Ein Tanz reiht sich an den anderen, fast ohne Unterbrechung. […] Die Bauhausgemeinde – Meister, Gesellen und Lehrlinge – bildet eine kleine abgeschlossene Insel im Meere des Weimarer Spießbürgertums. Vier Jahre ernster Arbeit haben es nicht vermocht, die Bauhäusler und die Weimaraner an das Bauhaus zu gewöhnen.			Hans M. Wingler, Das Bauhaus. Weimar, Dessau, Berlin 1919-1933, 3. verb. Ausgabe, 1975, S. 98f.	Aus: Zeitung „8 Uhr Abendblatt“, Berlin, 18. Februar, 1924	
Bauhaus-Akteure	Ende März 1924	Walter Gropius	Walter Gropius an Ise Gropius	Heute war ein wilder Tag. Morgens fand ich auf dem Schreibtisch Zeitungsartikel aus Jena und Berlin, worin bereits unverblümt steht, die Regierung wolle meinen Vertrag nicht verlängern und das Bauhaus liquidieren. Ich muß also nun offen zur Offensive übergehen, und Minister sollen schwitzen.    Eine Kommission wird zum Minister gehen und ihn stellen, gibt er klare Antwort, so geht die Sache an die Presse.	Heute war ein wilder Tag. Morgens fand ich auf dem Schreibtisch Zeitungsartikel aus Jena und Berlin, worin bereits unverblümt steht, die Regierung wolle meinen Vertrag nicht verlängern und das Bauhaus liquidieren. Ich muß also nun offen zur Offensive übergehen, und Minister sollen schwitzen. Ich habe mich zunächst der Meister versichert, die wahrscheinlich en bloc zu mir stehen und ihr Bleiben von dem meinigen abhängig machen werden. Morgen darüber Entscheidungssitzung in meiner Abwesenheit. […] Eine Kommission wird zum Minister gehen und ihn stellen, gibt er klare Antwort, so geht die Sache an die Presse.			Frank Whitford (Hg.), Das Bauhaus. Selbstzeugnisse von Meistern und Studenten, Stuttgart 1993, S. 193.		
Bauhaus-Akteure	31/3/24	Walter Gropius, Lyonel Feininger, Wassily Kandinsky, Paul Klee	Veröffentlichung der Erklärung des Staatlichen Bauhauses an die Presse im Berliner Tageblatt vom 31.03.1924	Wieder versuchen aus Unkenntnis oder Parteilichkeit feindlich eingestellte Kreise die Existenz des Staatlichen Bauhauses in Weimar zu bedrohen und verbreiten voreilig in der Presse Nachrichten über eine Liquidierung der Anstalt.	Wieder versuchen aus Unkenntnis oder Parteilichkeit feindlich eingestellte Kreise die Existenz des Staatlichen Bauhauses in Weimar zu bedrohen und verbreiten voreilig in der Presse Nachrichten über eine Liquidierung der Anstalt, die die Entschließung der thüringischen Regierung und des Thüringer Landtags beeinflussen sollen, der Anfang April bei der Etatberatung des Staates auch über die Zukunft des Bauhauses Entschlüsse zu fassen hat. Wir warnen nachdrücklich davor, daß eine bedeutende Kulturangelegenheit wie das Bauhaus, das weit über die Reichsgrenzen hinaus zu einer deutschen Sache geworden ist, zu einer Parteisache herabgewürdigt wird. In Konsequenz zu unserer sachlichen Haltung weisen wir politische und andere unsachliche Anwürfe als durch nichts begründete Unterstellungen zurück. Wir können nach fast fünfjährigem Bestehen nicht nur mit dem Gewissen gut geleisteter Arbeit vor die Öffentlichkeit treten, sondern auch mit einfachen Tatsachen jeden sachlich Denkenden überzeugen. Wir bitten alle, die sich in den heute so schwierigen Verhältnissen für das geistige Wollen des Reiches mit verantwortlich fühlen, sich und anderen klar zu machen, was eine Beengung oder Vernichtung der Bauhausarbeit in kultureller Hinsicht bedeuten würde. Es wäre beschämend für die deutsche Kulturentwicklung, wenn geistiger Aufbau durch Parteigeist zunichte gemacht würde. Wir rechnen auf die tatkräftige Unterstützung unserer Freunde und aller kultureller Kreise und sind überzeugt, daß die thüringische Regierung und der Thüringer Landtag ohne Betonung von Parteiunterschieden unsere über den Parteien stehende Sache besonnen und sachlich behandeln und den Schwankungen des heutigen politischen Lebens entziehen wird.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 689ff.	Berliner Tageblatt (Abendausgabe) Nr. 155/ 1924 vom 31. März 1924	
Externe	04.12.2024	Fraktion des Völkisch-Sozialen Blocks im Landtag von Thüringen	Kleine Anfrage des Völkisch-Sozialen Blocks an die Staatsregierung vom 12. April 1924	Ist es zutreffend, daß die Regierung trotz Aufforderung von verschiedenen Seiten noch keine Schritte zum Abbau einer so unrentablen Einrichtung wie das Bauhaus unternommen hat, obgleich sich ihr dazu […] durch Kündigung einer Anzahl von Bauhausmeistern Gelegenheit geboten hätte?	[…] Ist es zutreffend, daß die Regierung trotz Aufforderung von verschiedenen Seiten noch keine Schritte zum Abbau einer so unrentablen Einrichtung wie das Bauhaus unternommen hat, obgleich sich ihr dazu […] durch Kündigung einer Anzahl von Bauhausmeistern Gelegenheit geboten hätte? […] Ist es zutreffend, daß sich unter den Formmeistern des Bauhauses mehrere Ausländer befinden, die deutschen Schülern Unterricht erteilen? […] Ist es zutreffend, daß über die moralischen Qualitäten des Bauhausleiters Gropius Zweifel laut geworden sind, und hat die Regierung irgendwelche Anhaltspunkte, die solche Angriffe rechtfertigen?			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 659ff.	Thüringisches Hauptstaatsarchiv Weimar, Landtag von Thüringen Nr. 219 (Ausfertigung), Thüringisches Hauptstaatsarchiv Weimar, Staatliches Bauhaus Weimar Nr. 218, Bl. 25 (Abschrift), Veröffentlich in Allgemeine Thüringische Landeszeitung Deutschland Nr. 114/1924 vom 24. April 1924 (Druck).	
Bauhaus-Akteure	31/3/24	Walter Gropius, Lyonel Feininger, Wassily Kandinsky, Paul Klee	Veröffentlichung der Erklärung des Staatlichen Bauhauses an die Presse im Berliner Tageblatt vom 31.03.1924	Wir warnen nachdrücklich davor, daß eine bedeutende Kulturangelegenheit wie das Bauhaus, das weit über die Reichsgrenzen hinaus zu einer deutschen Sache geworden ist, zu einer Parteisache herabgewürdigt wird.	Wieder versuchen aus Unkenntnis oder Parteilichkeit feindlich eingestellte Kreise die Existenz des Staatlichen Bauhauses in Weimar zu bedrohen und verbreiten voreilig in der Presse Nachrichten über eine Liquidierung der Anstalt, die die Entschließung der thüringischen Regierung und des Thüringer Landtags beeinflussen sollen, der Anfang April bei der Etatberatung des Staates auch über die Zukunft des Bauhauses Entschlüsse zu fassen hat. Wir warnen nachdrücklich davor, daß eine bedeutende Kulturangelegenheit wie das Bauhaus, das weit über die Reichsgrenzen hinaus zu einer deutschen Sache geworden ist, zu einer Parteisache herabgewürdigt wird. In Konsequenz zu unserer sachlichen Haltung weisen wir politische und andere unsachliche Anwürfe als durch nichts begründete Unterstellungen zurück. Wir können nach fast fünfjährigem Bestehen nicht nur mit dem Gewissen gut geleisteter Arbeit vor die Öffentlichkeit treten, sondern auch mit einfachen Tatsachen jeden sachlich Denkenden überzeugen. Wir bitten alle, die sich in den heute so schwierigen Verhältnissen für das geistige Wollen des Reiches mit verantwortlich fühlen, sich und anderen klar zu machen, was eine Beengung oder Vernichtung der Bauhausarbeit in kultureller Hinsicht bedeuten würde. Es wäre beschämend für die deutsche Kulturentwicklung, wenn geistiger Aufbau durch Parteigeist zunichte gemacht würde. Wir rechnen auf die tatkräftige Unterstützung unserer Freunde und aller kultureller Kreise und sind überzeugt, daß die thüringische Regierung und der Thüringer Landtag ohne Betonung von Parteiunterschieden unsere über den Parteien stehende Sache besonnen und sachlich behandeln und den Schwankungen des heutigen politischen Lebens entziehen wird.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 689ff.	Berliner Tageblatt (Abendausgabe) Nr. 155/ 1924 vom 31. März 1924	
Externe	04.12.2024	Fraktion des Völkisch-Sozialen Blocks im Landtag von Thüringen	Kleine Anfrage des Völkisch-Sozialen Blocks an die Staatsregierung vom 12. April 1924	Ist es zutreffend, daß sich unter den Formmeistern des Bauhauses mehrere Ausländer befinden, die deutschen Schülern Unterricht erteilen?	[…] Ist es zutreffend, daß die Regierung trotz Aufforderung von verschiedenen Seiten noch keine Schritte zum Abbau einer so unrentablen Einrichtung wie das Bauhaus unternommen hat, obgleich sich ihr dazu […] durch Kündigung einer Anzahl von Bauhausmeistern Gelegenheit geboten hätte? […] Ist es zutreffend, daß sich unter den Formmeistern des Bauhauses mehrere Ausländer befinden, die deutschen Schülern Unterricht erteilen? […] Ist es zutreffend, daß über die moralischen Qualitäten des Bauhausleiters Gropius Zweifel laut geworden sind, und hat die Regierung irgendwelche Anhaltspunkte, die solche Angriffe rechtfertigen?			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 659ff.	Thüringisches Hauptstaatsarchiv Weimar, Landtag von Thüringen Nr. 219 (Ausfertigung), Thüringisches Hauptstaatsarchiv Weimar, Staatliches Bauhaus Weimar Nr. 218, Bl. 25 (Abschrift), Veröffentlich in Allgemeine Thüringische Landeszeitung Deutschland Nr. 114/1924 vom 24. April 1924 (Druck).	
Bauhaus-Akteure	31.03.1924	Walter Gropius, Lyonel Feininger, Wassily Kandinsky, Paul Klee	Veröffentlichung der Erklärung des Staatlichen Bauhauses an die Presse im Berliner Tageblatt vom 31.03.1924	Wir bitten alle, die sich in den heute so schwierigen Verhältnissen für das geistige Wollen des Reiches mit verantwortlich fühlen, sich und anderen klar zu machen, was eine Beengung oder Vernichtung der Bauhausarbeit in kultureller Hinsicht bedeuten würde.	Wieder versuchen aus Unkenntnis oder Parteilichkeit feindlich eingestellte Kreise die Existenz des Staatlichen Bauhauses in Weimar zu bedrohen und verbreiten voreilig in der Presse Nachrichten über eine Liquidierung der Anstalt, die die Entschließung der thüringischen Regierung und des Thüringer Landtags beeinflussen sollen, der Anfang April bei der Etatberatung des Staates auch über die Zukunft des Bauhauses Entschlüsse zu fassen hat. Wir warnen nachdrücklich davor, daß eine bedeutende Kulturangelegenheit wie das Bauhaus, das weit über die Reichsgrenzen hinaus zu einer deutschen Sache geworden ist, zu einer Parteisache herabgewürdigt wird. In Konsequenz zu unserer sachlichen Haltung weisen wir politische und andere unsachliche Anwürfe als durch nichts begründete Unterstellungen zurück. Wir können nach fast fünfjährigem Bestehen nicht nur mit dem Gewissen gut geleisteter Arbeit vor die Öffentlichkeit treten, sondern auch mit einfachen Tatsachen jeden sachlich Denkenden überzeugen. Wir bitten alle, die sich in den heute so schwierigen Verhältnissen für das geistige Wollen des Reiches mit verantwortlich fühlen, sich und anderen klar zu machen, was eine Beengung oder Vernichtung der Bauhausarbeit in kultureller Hinsicht bedeuten würde. Es wäre beschämend für die deutsche Kulturentwicklung, wenn geistiger Aufbau durch Parteigeist zunichte gemacht würde. Wir rechnen auf die tatkräftige Unterstützung unserer Freunde und aller kultureller Kreise und sind überzeugt, daß die thüringische Regierung und der Thüringer Landtag ohne Betonung von Parteiunterschieden unsere über den Parteien stehende Sache besonnen und sachlich behandeln und den Schwankungen des heutigen politischen Lebens entziehen wird.			Volker Wahl (Hg.), Das Staatliche Bauhaus in Weimar. Dokumente zur Geschichte des Instituts 1919-1926, 2009, S. 689ff.	Berliner Tageblatt (Abendausgabe) Nr. 155/ 1924 vom 31. März 1924	
